29,677,174.04,139.90,69.61,211.80,1,-1,-1,-1
30,677,168.31,131.63,73.09,219.77,1,-1,-1,-1
31,677,162.75,126.51,77.20,228.82,1,-1,-1,-1
32,689,462.09,221.21,34.15,62.84,1,-1,-1,-1
32,677,150.73,121.95,81.35,238.50,1,-1,-1,-1
33,689,463.98,222.61,33.54,61.73,1,-1,-1,-1
33,677,143.78,117.07,89.25,253.14,1,-1,-1,-1
34,689,461.39,218.38,28.46,56.34,1,-1,-1,-1
34,677,139.73,113.56,92.18,270.30,1,-1,-1,-1
35,689,465.34,221.95,27.74,55.64,1,-1,-1,-1
35,677,127.94,103.15,100.37,286.70,1,-1,-1,-1
36,689,464.17,217.41,28.77,59.70,1,-1,-1,-1
36,677,111.69,90.18,104.60,301.10,1,-1,-1,-1
37,689,466.89,220.30,31.38,62.06,1,-1,-1,-1
37,677,96.33,87.18,114.63,318.60,1,-1,-1,-1
38,689,467.78,219.64,34.16,65.19,1,-1,-1,-1
38,686,326.46,218.23,17.23,50.84,1,-1,-1,-1
38,677,84.38,70.63,117.94,339.36,1,-1,-1,-1
39,692,194.58,200.37,26.62,84.25,1,-1,-1,-1
39,689,464.86,216.53,36.93,68.78,1,-1,-1,-1
39,686,326.76,218.78,17.02,50.39,1,-1,-1,-1
39,677,70.77,54.10,125.02,367.83,1,-1,-1,-1
40,692,194.79,195.78,28.32,86.45,1,-1,-1,-1
40,689,466.55,213.89,34.31,67.73,1,-1,-1,-1
40,677,52.94,47.28,127.18,389.93,1,-1,-1,-1
41,692,193.58,198.28,28.30,84.37,1,-1,-1,-1
41,689,463.98,213.39,37.10,68.29,1,-1,-1,-1
41,677,30.03,30.48,136.14,420.36,1,-1,-1,-1
42,693,330.11,217.93,25.26,52.85,1,-1,-1,-1
42,692,190.91,199.13,30.30,84.95,1,-1,-1,-1
42,689,465.42,210.74,37.13,67.62,1,-1,-1,-1
42,677,13.61,18.69,140.35,439.84,1,-1,-1,-1
43,693,329.76,212.30,21.99,48.73,1,-1,-1,-1
43,692,187.48,196.30,30.43,86.04,1,-1,-1,-1
43,689,464.37,210.51,34.27,65.26,1,-1,-1,-1
43,677,4.50,13.86,142.73,450.98,1,-1,-1,-1
44,696,535.18,205.94,22.72,37.67,1,-1,-1,-1
44,693,324.21,211.91,24.70,50.37,1,-1,-1,-1
44,692,186.09,198.67,29.60,85.88,1,-1,-1,-1
44,689,466.34,212.23,32.06,64.82,1,-1,-1,-1
44,677,-3.27,11.83,142.07,458.39,1,-1,-1,-1
45,696,535.54,202.33,23.13,38.88,1,-1,-1,-1
45,693,322.27,208.88,26.08,51.82,1,-1,-1,-1
45,692,184.66,196.29,29.13,88.14,1,-1,-1,-1
45,689,465.81,209.44,31.64,65.81,1,-1,-1,-1
46,696,535.29,200.29,23.85,40.26,1,-1,-1,-1
46,693,326.49,209.33,26.75,52.33,1,-1,-1,-1
46,692,180.87,195.09,29.95,88.50,1,-1,-1,-1
46,689,469.38,210.54,29.62,63.08,1,-1,-1,-1
47,693,328.24,215.52,24.65,50.32,1,-1,-1,-1
47,692,178.12,193.13,30.33,93.92,1,-1,-1,-1
47,689,468.24,207.20,29.71,64.86,1,-1,-1,-1
48,693,328.72,216.03,22.43,50.26,1,-1,-1,-1
48,692,176.00,189.49,31.14,101.29,1,-1,-1,-1
48,689,468.80,207.09,28.98,64.52,1,-1,-1,-1
49,693,329.72,214.94,22.65,51.04,1,-1,-1,-1
49,692,174.03,193.50,33.18,99.36,1,-1,-1,-1
49,689,467.78,206.20,28.46,65.52,1,-1,-1,-1
50,693,329.99,212.67,23.16,52.86,1,-1,-1,-1
50,692,174.51,189.09,33.95,100.68,1,-1,-1,-1
50,689,474.28,208.92,28.22,65.07,1,-1,-1,-1
51,693,330.71,211.97,23.09,54.87,1,-1,-1,-1
51,692,168.46,187.91,39.73,109.57,1,-1,-1,-1
51,689,473.53,207.84,28.45,65.00,1,-1,-1,-1
52,701,349.52,219.18,20.39,45.69,1,-1,-1,-1
52,693,331.29,216.78,21.02,52.93,1,-1,-1,-1
52,692,166.94,183.96,38.89,109.96,1,-1,-1,-1
52,689,475.77,207.07,29.01,62.62,1,-1,-1,-1
53,701,346.79,217.60,23.11,49.88,1,-1,-1,-1
53,693,333.86,213.79,18.89,51.57,1,-1,-1,-1
53,692,164.73,184.63,39.49,110.47,1,-1,-1,-1
53,689,477.46,208.89,32.16,62.40,1,-1,-1,-1
54,701,344.15,217.95,25.75,53.40,1,-1,-1,-1
54,693,334.37,213.93,17.43,52.43,1,-1,-1,-1
54,692,161.39,185.68,40.40,115.48,1,-1,-1,-1
54,689,478.10,209.25,34.10,63.21,1,-1,-1,-1
55,701,346.04,213.96,26.05,53.84,1,-1,-1,-1
55,693,331.90,211.96,18.27,54.13,1,-1,-1,-1
55,692,152.98,185.72,41.49,114.61,1,-1,-1,-1
55,689,478.48,209.04,34.68,64.22,1,-1,-1,-1
56,701,343.13,215.50,25.64,54.11,1,-1,-1,-1
56,693,331.16,211.79,18.56,55.06,1,-1,-1,-1
56,692,148.79,182.92,43.85,117.49,1,-1,-1,-1
56,689,473.49,206.68,36.96,67.52,1,-1,-1,-1
57,701,347.32,213.98,26.29,56.26,1,-1,-1,-1
57,693,331.32,206.19,18.71,58.94,1,-1,-1,-1
57,692,147.33,181.95,43.30,120.63,1,-1,-1,-1
57,689,475.49,204.67,34.75,68.12,1,-1,-1,-1
58,701,348.49,214.49,25.71,55.93,1,-1,-1,-1
58,693,331.32,203.32,17.63,58.14,1,-1,-1,-1
58,692,144.08,180.64,41.89,122.88,1,-1,-1,-1
58,689,476.78,202.96,33.38,69.05,1,-1,-1,-1
59,701,353.05,216.79,23.17,52.98,1,-1,-1,-1
59,693,331.82,214.23,19.05,55.45,1,-1,-1,-1
59,692,142.35,181.26,41.54,123.14,1,-1,-1,-1
59,689,478.68,205.59,33.09,70.48,1,-1,-1,-1
60,701,360.55,218.56,20.45,49.93,1,-1,-1,-1
60,693,330.23,211.89,20.46,57.03,1,-1,-1,-1
60,692,137.74,180.35,42.63,121.57,1,-1,-1,-1
60,689,479.12,206.63,32.04,71.79,1,-1,-1,-1
61,701,362.00,217.57,19.37,52.98,1,-1,-1,-1
61,693,331.31,208.56,20.77,59.95,1,-1,-1,-1
61,692,129.26,182.28,50.31,118.55,1,-1,-1,-1
61,689,483.50,212.54,30.45,67.95,1,-1,-1,-1
